"시군구별","유형별","진료과목별","시점","전문의수[명]",
"부산","300~499병상","내과","2015년","122",
"부산","300~499병상","신경과","2015년","25",
"부산","300~499병상","정신건강의학과","2015년","14",
"부산","300~499병상","외과","2015년","38",
"부산","300~499병상","정형외과","2015년","47",
"부산","300~499병상","신경외과","2015년","28",
"부산","300~499병상","흉부외과","2015년","10",
"부산","300~499병상","성형외과","2015년","2",
"부산","300~499병상","마취통증의학과","2015년","28",
"부산","300~499병상","산부인과","2015년","20",
"부산","300~499병상","소아청소년과","2015년","40",
"부산","300~499병상","안과","2015년","10",
"부산","300~499병상","이비인후과","2015년","17",
"부산","300~499병상","피부과","2015년","5",
"부산","300~499병상","비뇨기과","2015년","15",
"부산","300~499병상","영상의학과","2015년","36",
"부산","300~499병상","방사선종양학과","2015년","1",
"부산","300~499병상","병리과","2015년","12",
"부산","300~499병상","진단검사의학과","2015년","11",
"부산","300~499병상","재활의학과","2015년","12",
"부산","300~499병상","핵의학과","2015년","1",
"부산","300~499병상","가정의학과","2015년","10",
"부산","300~499병상","응급의학과","2015년","16",
"부산","300~499병상","직업환경의학과","2015년","3",
"부산","100~299병상","내과","2015년","84",
"부산","100~299병상","신경과","2015년","9",
"부산","100~299병상","정신건강의학과","2015년","6",
"부산","100~299병상","외과","2015년","30",
"부산","100~299병상","정형외과","2015년","24",
"부산","100~299병상","신경외과","2015년","17",
"부산","100~299병상","흉부외과","2015년","5",
"부산","100~299병상","성형외과","2015년","5",
"부산","100~299병상","마취통증의학과","2015년","22",
"부산","100~299병상","산부인과","2015년","39",
"부산","100~299병상","소아청소년과","2015년","32",
"부산","100~299병상","안과","2015년","1",
"부산","100~299병상","이비인후과","2015년","12",
"부산","100~299병상","비뇨기과","2015년","10",
"부산","100~299병상","영상의학과","2015년","26",
"부산","100~299병상","방사선종양학과","2015년","3",
"부산","100~299병상","병리과","2015년","8",
"부산","100~299병상","진단검사의학과","2015년","10",
"부산","100~299병상","재활의학과","2015년","5",
"부산","100~299병상","핵의학과","2015년","2",
"부산","100~299병상","가정의학과","2015년","13",
"부산","100~299병상","응급의학과","2015년","12",
"부산","100~299병상","직업환경의학과","2015년","1",
"부산","100병상이상","내과","2015년","88",
"부산","100병상이상","신경과","2015년","10",
"부산","100병상이상","정신건강의학과","2015년","49",
"부산","100병상이상","외과","2015년","33",
"부산","100병상이상","정형외과","2015년","118",
"부산","100병상이상","신경외과","2015년","25",
"부산","100병상이상","흉부외과","2015년","2",
"부산","100병상이상","마취통증의학과","2015년","49",
"부산","100병상이상","산부인과","2015년","15",
"부산","100병상이상","소아청소년과","2015년","14",
"부산","100병상이상","안과","2015년","1",
"부산","100병상이상","이비인후과","2015년","1",
"부산","100병상이상","피부과","2015년","2",
"부산","100병상이상","비뇨기과","2015년","5",
"부산","100병상이상","영상의학과","2015년","38",
"부산","100병상이상","병리과","2015년","1",
"부산","100병상이상","결핵과","2015년","1",
"부산","100병상이상","재활의학과","2015년","28",
"부산","100병상이상","핵의학과","2015년","1",
"부산","100병상이상","가정의학과","2015년","14",
"부산","100병상이상","응급의학과","2015년","2",
"부산","100병상이상","직업환경의학과","2015년","1",
"부산","100병상이상","예방의학과","2015년","1",
"부산","30~99병상","내과","2015년","52",
"부산","30~99병상","신경과","2015년","3",
"부산","30~99병상","외과","2015년","44",
"부산","30~99병상","정형외과","2015년","31",
"부산","30~99병상","신경외과","2015년","18",
"부산","30~99병상","성형외과","2015년","3",
"부산","30~99병상","마취통증의학과","2015년","19",
"부산","30~99병상","산부인과","2015년","97",
"부산","30~99병상","소아청소년과","2015년","67",
"부산","30~99병상","안과","2015년","19",
"부산","30~99병상","이비인후과","2015년","2",
"부산","30~99병상","영상의학과","2015년","13",
"부산","30~99병상","병리과","2015년","1",
"부산","30~99병상","재활의학과","2015년","7",
"부산","30~99병상","가정의학과","2015년","15",
"부산","300병상이상","내과","2015년","14",
"부산","300병상이상","신경과","2015년","3",
"부산","300병상이상","정신건강의학과","2015년","10",
"부산","300병상이상","외과","2015년","9",
"부산","300병상이상","정형외과","2015년","2",
"부산","300병상이상","신경외과","2015년","2",
"부산","300병상이상","흉부외과","2015년","1",
"부산","300병상이상","산부인과","2015년","4",
"부산","300병상이상","소아청소년과","2015년","3",
"부산","300병상이상","이비인후과","2015년","1",
"부산","300병상이상","비뇨기과","2015년","2",
"부산","300병상이상","재활의학과","2015년","7",
"부산","300병상이상","가정의학과","2015년","10",
"부산","100~299병상","내과","2015년","88",
"부산","100~299병상","신경과","2015년","7",
"부산","100~299병상","정신건강의학과","2015년","34",
"부산","100~299병상","외과","2015년","70",
"부산","100~299병상","정형외과","2015년","31",
"부산","100~299병상","신경외과","2015년","21",
"부산","100~299병상","흉부외과","2015년","2",
"부산","100~299병상","마취통증의학과","2015년","11",
"부산","100~299병상","산부인과","2015년","39",
"부산","100~299병상","소아청소년과","2015년","13",
"부산","100~299병상","안과","2015년","4",
"부산","100~299병상","이비인후과","2015년","5",
"부산","100~299병상","피부과","2015년","3",
"부산","100~299병상","비뇨기과","2015년","8",
"부산","100~299병상","병리과","2015년","2",
"부산","100~299병상","진단검사의학과","2015년","1",
"부산","100~299병상","결핵과","2015년","1",
"부산","100~299병상","재활의학과","2015년","22",
"부산","100~299병상","가정의학과","2015년","105",
"부산","100~299병상","응급의학과","2015년","1",
"부산","30~99병상","내과","2015년","5",
"부산","30~99병상","신경과","2015년","1",
"부산","30~99병상","외과","2015년","6",
"부산","30~99병상","정형외과","2015년","1",
"부산","30~99병상","산부인과","2015년","5",
"부산","30~99병상","소아청소년과","2015년","2",
"부산","30~99병상","이비인후과","2015년","1",
"부산","30~99병상","결핵과","2015년","2",
"부산","30~99병상","가정의학과","2015년","13",
"부산","병상있음","내과","2015년","92",
"부산","병상있음","신경과","2015년","1",
"부산","병상있음","정신건강의학과","2015년","5",
"부산","병상있음","외과","2015년","80",
"부산","병상있음","정형외과","2015년","103",
"부산","병상있음","신경외과","2015년","21",
"부산","병상있음","흉부외과","2015년","11",
"부산","병상있음","성형외과","2015년","18",
"부산","병상있음","마취통증의학과","2015년","16",
"부산","병상있음","산부인과","2015년","94",
"부산","병상있음","소아청소년과","2015년","16",
"부산","병상있음","안과","2015년","74",
"부산","병상있음","이비인후과","2015년","66",
"부산","병상있음","피부과","2015년","1",
"부산","병상있음","비뇨기과","2015년","23",
"부산","병상있음","영상의학과","2015년","14",
"부산","병상있음","진단검사의학과","2015년","2",
"부산","병상있음","결핵과","2015년","1",
"부산","병상있음","재활의학과","2015년","5",
"부산","병상있음","핵의학과","2015년","1",
"부산","병상있음","가정의학과","2015년","25",
"부산","병상있음","직업환경의학과","2015년","1",
"부산","병상없음","내과","2015년","385",
"부산","병상없음","신경과","2015년","14",
"부산","병상없음","정신건강의학과","2015년","92",
"부산","병상없음","외과","2015년","82",
"부산","병상없음","정형외과","2015년","53",
"부산","병상없음","신경외과","2015년","15",
"부산","병상없음","흉부외과","2015년","13",
"부산","병상없음","성형외과","2015년","74",
"부산","병상없음","마취통증의학과","2015년","122",
"부산","병상없음","산부인과","2015년","99",
"부산","병상없음","소아청소년과","2015년","173",
